index,name,count,score
3267,bazzite,1238,0.8916065
3268,silverblue,1238,0.22184893
3269,arch,1238,0.61541814
3270,silverblue,1238,0.95221984
3271,mint,1238,0.22367829
3272,debian,1238,0.29750368
3273,mint,1238,0.5502678
3274,mint,1238,0.83690774
3275,fedora,1238,0.31211594
3276,arch,1238,0.4771725
3277,silverblue,1238,0.32340452
3278,suse,1238,0.86464375
3279,bazzite,1238,0.8343738
3280,gentoo,1238,0.09944274
3281,suse,1238,0.5702453
3282,fedora,1238,0.28380853
3283,suse,1238,0.16904306
3284,debian,1238,0.47299588
3285,fedora,1238,0.55486447
3286,steamos,1238,0.6950463
3287,debian,1238,0.3710949
3288,gentoo,1238,0.3773919
3289,mint,1238,0.42207512
3290,steamos,1238,0.01790749
3291,silverblue,1238,0.7913835
3292,ubuntu,1238,0.81893617
3293,mint,1238,0.12019998
3294,ubuntu,1238,0.64803904
3295,bazzite,1238,0.61109823
3296,mint,1238,0.8650513
3297,gentoo,1238,0.9808317
3298,arch,1238,0.8118714
3299,silverblue,1238,0.97139996
3300,gentoo,1238,0.51037186
3301,silverblue,1238,0.792626
3302,silverblue,1238,0.5931616
3303,arch,1238,0.74169093
3304,suse,1238,0.9096071
3305,silverblue,1238,0.3443449
3306,gentoo,1238,0.332331
3307,bazzite,1238,0.6585244
3308,bazzite,1238,0.908999
3309,bazzite,1238,0.8261726
3310,steamos,1238,0.8599896
3311,arch,1238,0.016625946
3312,debian,1238,0.93201596
3313,mint,1238,0.2101076
3314,silverblue,1238,0.33299416
3315,fedora,1238,0.4809521
3316,ubuntu,1238,0.016389161
3317,gentoo,1238,0.24827959
3318,ubuntu,1238,0.667503
3319,debian,1238,0.83685464
3320,suse,1238,0.7736493
3321,suse,1238,0.5293333
3322,bazzite,1238,0.792644
3323,bazzite,1238,0.37575436
3324,arch,1238,0.7339659
3325,silverblue,1238,0.24073847
3326,gentoo,1238,0.69840556
3327,ubuntu,1238,0.4348956
3328,ubuntu,1238,0.2660735
3329,fedora,1238,0.29862225
3330,suse,1238,0.8530608
3331,ubuntu,1238,0.86495626
3332,arch,1238,0.6960043
3333,steamos,1238,0.8983101
3334,fedora,1238,0.62388295
3335,ubuntu,1238,0.068012856
3336,debian,1238,0.1539283
3337,silverblue,1238,0.8892995
3338,silverblue,1238,0.5002017
3339,silverblue,1238,0.8266695
3340,fedora,1238,0.10238001
3341,silverblue,1238,0.89847887
3342,steamos,1238,0.21509944
3343,arch,1238,0.9875476
3344,debian,1238,0.591938
3345,arch,1238,0.9528868
3346,fedora,1238,0.5572407
3347,gentoo,1238,0.74837244
3348,ubuntu,1238,0.72862244
3349,silverblue,1238,0.9331217
3350,debian,1238,0.6738157
3351,silverblue,1238,0.82809794
3352,ubuntu,1238,0.05344418
3353,fedora,1238,0.3274033
3354,fedora,1238,0.5266176
3355,arch,1238,0.57949746
3356,debian,1238,0.10208056
3357,suse,1238,0.3273776
3358,bazzite,1238,0.68338454
3359,ubuntu,1238,0.5752556
3360,arch,1238,0.39471686
3361,debian,1238,0.6366504
3362,mint,1238,0.64102036
3363,ubuntu,1238,0.14923057
3364,bazzite,1238,0.3007369
3365,gentoo,1238,0.15175915
3366,steamos,1238,0.17423788
3367,ubuntu,1238,0.0065333983
3368,gentoo,1238,0.76361644
3369,steamos,1238,0.29721618
3370,arch,1238,0.44828504
3371,arch,1238,0.14838557
3372,gentoo,1238,0.597029
3373,debian,1238,0.116601154
3374,gentoo,1238,0.55591416
3375,suse,1238,0.28170034
3376,steamos,1238,0.19564137
3377,ubuntu,1238,0.46130514
3378,bazzite,1238,0.90606314
3379,suse,1238,0.45292518
3380,bazzite,1238,0.37947398
3381,suse,1238,0.17489123
3382,gentoo,1238,0.63810986
3383,fedora,1238,0.90742165
3384,bazzite,1238,0.48698312
3385,arch,1238,0.812887
3386,silverblue,1238,0.19528155
3387,gentoo,1238,0.94147915
3388,bazzite,1238,0.78655595
3389,gentoo,1238,0.40661132
3390,suse,1238,0.8245779
3391,silverblue,1238,0.51364225
3392,fedora,1238,0.8978162
3393,silverblue,1238,0.80408204
3394,debian,1238,0.69832873
3395,debian,1238,0.80657226
3396,suse,1238,0.91974217
3397,bazzite,1238,0.29852203
3398,mint,1238,0.2996938
3399,steamos,1238,0.5748082
3400,arch,1238,0.96841407
3401,debian,1238,0.88802004
3402,gentoo,1238,0.7900217
3403,arch,1238,0.4419661
3404,suse,1238,0.84050304
3405,suse,1238,0.3383716
3406,debian,1238,0.55266684
3407,ubuntu,1238,0.80884093
3408,suse,1238,0.25740594
3409,silverblue,1238,0.25545883
3410,fedora,1238,0.8192659
3411,silverblue,1238,0.45888773
3412,bazzite,1238,0.29289985
3413,suse,1238,0.55301076
3414,bazzite,1238,0.90101343
3415,bazzite,1238,0.23724338
3416,suse,1238,0.5522177
3417,silverblue,1238,0.2660048
3418,bazzite,1238,0.49931785
3419,gentoo,1238,0.07204907
3420,silverblue,1238,0.040273093
3421,steamos,1238,0.9576341
3422,silverblue,1238,0.02546642
3423,mint,1238,0.45705423
3424,arch,1238,0.6874226
3425,gentoo,1238,0.45572644
3426,gentoo,1238,0.958392
3427,fedora,1238,0.054469623
3428,arch,1238,0.354285
3429,silverblue,1238,0.6766046
3430,suse,1238,0.89392346
3431,bazzite,1238,0.9622828
3432,arch,1238,0.72693205
3433,bazzite,1238,0.111051135
3434,bazzite,1238,0.18078953
3435,mint,1238,0.34701505
3436,fedora,1238,0.63710237
3437,debian,1238,0.1433798
3438,bazzite,1238,0.6220354
3439,bazzite,1238,0.29547855
3440,bazzite,1238,0.04791318
3441,bazzite,1238,0.38841683
3442,steamos,1238,0.64950264
3443,bazzite,1238,0.6511445
3444,ubuntu,1238,0.27570233
3445,bazzite,1238,0.9454533
3446,ubuntu,1238,0.9685625
3447,bazzite,1238,0.8704507
3448,gentoo,1238,0.750145
3449,fedora,1238,0.1552201
3450,mint,1238,0.61203665
3451,gentoo,1238,0.22767301
3452,arch,1238,0.33180812
3453,bazzite,1238,0.13954015
3454,gentoo,1238,0.82510144
3455,silverblue,1238,0.3032406
3456,mint,1238,0.6491179
3457,suse,1238,0.088666566
3458,steamos,1238,0.27259406
3459,mint,1238,0.805825
3460,suse,1238,0.21167275
3461,bazzite,1238,0.16541763
3462,debian,1238,0.86942387
3463,debian,1238,0.28002697
3464,ubuntu,1238,0.9296918
3465,ubuntu,1238,0.64902157
3466,fedora,1238,0.26895252
3467,suse,1238,0.7704555
3468,fedora,1238,0.36247614
3469,suse,1238,0.6316329
3470,bazzite,1238,0.023659937
3471,bazzite,1238,0.37594774
3472,arch,1238,0.05919203
3473,fedora,1238,0.0047611664
3474,bazzite,1238,0.8456292
3475,bazzite,1238,0.15328214
3476,mint,1238,0.21445027
3477,fedora,1238,0.85700136
3478,suse,1238,0.6229376
3479,arch,1238,0.6953522
3480,mint,1238,0.35756764
3481,mint,1238,0.6900151
3482,bazzite,1238,0.039292753
3483,ubuntu,1238,0.2962221
3484,gentoo,1238,0.5642087
3485,arch,1238,0.80640566
3486,bazzite,1238,0.0954534
3487,steamos,1238,0.78218955
3488,gentoo,1238,0.9174278
3489,gentoo,1238,0.022502625
3490,steamos,1238,0.79339665
3491,steamos,1238,0.7432896
3492,gentoo,1238,0.87047625
3493,silverblue,1238,0.9254014
3494,fedora,1238,0.05657051
3495,steamos,1238,0.42144096
3496,bazzite,1238,0.7569955
3497,fedora,1238,0.6552347
3498,gentoo,1238,0.45765752
3499,silverblue,1238,0.14756389
3500,steamos,1238,0.23033759
3501,bazzite,1238,0.06340304
3502,arch,1238,0.24569485
3503,arch,1238,0.7165816
3504,ubuntu,1238,0.6031771
3505,debian,1238,0.4981185
3506,debian,1238,0.8444323
3507,ubuntu,1238,0.825331
3508,bazzite,1238,0.7704238
3509,debian,1238,0.8826992
3510,suse,1238,0.04973494
3511,fedora,1238,0.123803854
3512,mint,1238,0.94268185
3513,ubuntu,1238,0.32766685
3514,mint,1238,0.51609796
3515,gentoo,1238,0.19029838
3516,ubuntu,1238,0.81338835
3517,steamos,1238,0.79873085
3518,ubuntu,1238,0.046397958
3519,debian,1238,0.25974128
3520,silverblue,1238,0.44944683
3521,bazzite,1238,0.9489561
3522,bazzite,1238,0.38757917
3523,silverblue,1238,0.92070556
3524,fedora,1238,0.62598807
3525,debian,1238,0.20690861
3526,gentoo,1238,0.2370536
3527,mint,1238,0.64742
3528,fedora,1238,0.6724634
3529,debian,1238,0.6965996
3530,silverblue,1238,0.37221992
3531,debian,1238,0.902799
3532,fedora,1238,0.82960707
3533,mint,1238,0.15650429
3534,suse,1238,0.05167416
3535,debian,1238,0.07003561
3536,suse,1238,0.75837463
3537,fedora,1238,0.65457606
3538,fedora,1238,0.3136358
3539,arch,1238,0.068321295
3540,bazzite,1238,0.697808
3541,debian,1238,0.52249706
3542,silverblue,1238,0.67904925
3543,arch,1238,0.40164763
3544,suse,1238,0.8072408
3545,bazzite,1238,0.11163084
3546,suse,1238,0.6812802
3547,silverblue,1238,0.8269405
3548,mint,1238,0.5976866
3549,steamos,1238,0.33457157
3550,fedora,1238,0.10261436
3551,arch,1238,0.7205233
3552,debian,1238,0.15107012
3553,steamos,1238,0.7606448
3554,suse,1238,0.20226122
3555,bazzite,1238,0.91980416
3556,silverblue,1238,0.34988642
3557,suse,1238,0.24390219
3558,debian,1238,0.3884429
3559,arch,1238,0.76722413
3560,steamos,1238,0.6752075
3561,bazzite,1238,0.36293522
3562,debian,1238,0.8749956
3563,fedora,1238,0.36858353
3564,bazzite,1238,0.6794869
3565,fedora,1238,0.7770586
3566,bazzite,1238,0.5451787
3567,steamos,1238,0.8397566
3568,bazzite,1238,0.40087056
3569,ubuntu,1238,0.5636042
3570,suse,1238,0.5092659
3571,gentoo,1238,0.074433334
3572,mint,1238,0.63465863
3573,mint,1238,0.13353391
3574,mint,1238,0.81956095
3575,steamos,1238,0.6003228
3576,silverblue,1238,0.044869963
3577,steamos,1238,0.6588335
3578,bazzite,1238,0.34014434
3579,debian,1238,0.67647284
3580,fedora,1238,0.27025604
3581,ubuntu,1238,0.40189418
3582,fedora,1238,0.8109165
3583,mint,1238,0.94207233
3584,debian,1238,0.47668153
3585,mint,1238,0.9666653
3586,silverblue,1238,0.41664556
3587,steamos,1238,0.96615374
3588,silverblue,1238,0.53309584
3589,debian,1238,0.36496118
3590,debian,1238,0.63948625
3591,silverblue,1238,0.24209952
3592,suse,1238,0.7779293
3593,bazzite,1238,0.7113864
3594,ubuntu,1238,0.5495141
3595,suse,1238,0.3149571
3596,bazzite,1238,0.86468124
3597,ubuntu,1238,0.2323574
3598,ubuntu,1238,0.6851845
3599,silverblue,1238,0.9340651
3600,mint,1238,0.06456408
3601,debian,1238,0.8512876
3602,suse,1238,0.9514556
3603,silverblue,1238,0.07803011
3604,suse,1238,0.3298791
3605,ubuntu,1238,0.8500594
3606,steamos,1238,0.6943911
3607,steamos,1238,0.52291304
3608,bazzite,1238,0.16787648
3609,fedora,1238,0.96224785
3610,gentoo,1238,0.669273
3611,ubuntu,1238,0.15477958
3612,steamos,1238,0.17737928
3613,arch,1238,0.06542185
3614,suse,1238,0.5310937
3615,mint,1238,0.51022446
3616,ubuntu,1238,0.101683944
3617,mint,1238,0.34474474
3618,steamos,1238,0.12068126
3619,silverblue,1238,0.97362953
3620,debian,1238,0.3943027
3621,fedora,1238,0.041822392
3622,gentoo,1238,0.2112054
3623,steamos,1238,0.18154122
3624,steamos,1238,0.6032712
3625,ubuntu,1238,0.7436041
3626,arch,1238,0.32581472
3627,ubuntu,1238,0.12069866
3628,bazzite,1238,0.32190642
3629,ubuntu,1238,0.98158705
3630,steamos,1238,0.6567218
3631,steamos,1238,0.562761
3632,suse,1238,0.2256113
3633,debian,1238,0.9058319
3634,arch,1238,0.2288124
3635,steamos,1238,0.24421795
3636,gentoo,1238,0.7208909
3637,ubuntu,1238,0.76738316
3638,gentoo,1238,0.30116126
3639,bazzite,1238,0.024169402
3640,steamos,1238,0.051551376
3641,ubuntu,1238,0.32184806
3642,mint,1238,0.3010119
3643,gentoo,1238,0.5823219
3644,ubuntu,1238,0.59100944
3645,arch,1238,0.0790793
3646,silverblue,1238,0.48192313
3647,silverblue,1238,0.32745346
3648,ubuntu,1238,0.86920244
3649,gentoo,1238,0.48821664
3650,suse,1238,0.58468866
3651,gentoo,1238,0.3792939
3652,silverblue,1238,0.9627432
3653,bazzite,1238,0.84510916
3654,bazzite,1238,0.77396977
3655,gentoo,1238,0.024521973
3656,suse,1238,0.30775392
3657,gentoo,1238,0.8531331
3658,mint,1238,0.17097571
3659,steamos,1238,0.22478387
3660,ubuntu,1238,0.91018575
3661,arch,1238,0.68271893
3662,gentoo,1238,0.7179431
3663,debian,1238,0.26008612
3664,mint,1238,0.66462994
3665,gentoo,1238,0.63693726
3666,steamos,1238,0.6208739
3667,mint,1238,0.39683592
3668,gentoo,1238,0.019102212
3669,suse,1238,0.81873286
3670,arch,1238,0.022588953
3671,suse,1238,0.9573035
3672,arch,1238,0.49841514
3673,arch,1238,0.031763207
3674,fedora,1238,0.9469593
3675,suse,1238,0.6842006
3676,mint,1238,0.6065154
3677,debian,1238,0.42082986
3678,silverblue,1238,0.9217271
3679,bazzite,1238,0.8735997
3680,debian,1238,0.1935949
3681,bazzite,1238,0.65545183
3682,bazzite,1238,0.8273236
3683,gentoo,1238,0.5118816
3684,silverblue,1238,0.80128586
3685,mint,1238,0.017656509
3686,steamos,1238,0.832055
3687,ubuntu,1238,0.15788615
3688,gentoo,1238,0.43552968
3689,arch,1238,0.23388374
3690,suse,1238,0.870622
3691,gentoo,1238,0.8173663
3692,fedora,1238,0.63227236
3693,fedora,1238,0.4812687
3694,steamos,1238,0.5740339
3695,gentoo,1238,0.1569506
3696,gentoo,1238,0.088369235
3697,gentoo,1238,0.8557296
3698,arch,1238,0.6218737
3699,fedora,1238,0.57145685
3700,steamos,1238,0.06607129
3701,ubuntu,1238,0.048995696
3702,gentoo,1238,0.2085387
3703,fedora,1238,0.32704675
3704,steamos,1238,0.39211556
3705,silverblue,1238,0.029958056
3706,suse,1238,0.87622786
3707,debian,1238,0.5877661
3708,fedora,1238,0.4706129
3709,steamos,1238,0.17838131
3710,debian,1238,0.9414511
3711,arch,1238,0.5092669
3712,steamos,1238,0.83497256
3713,suse,1238,0.3532579
3714,silverblue,1238,0.142716
3715,debian,1238,0.7942302
3716,bazzite,1238,0.090913266
3717,debian,1238,0.5175337
3718,arch,1238,0.94638294
3719,debian,1238,0.99806386
3720,arch,1238,0.8572528
3721,debian,1238,0.82745373
3722,fedora,1238,0.11082242
3723,debian,1238,0.12814778
3724,debian,1238,0.09903236
3725,suse,1238,0.302729
3726,gentoo,1238,0.96403813
3727,suse,1238,0.4284313
3728,ubuntu,1238,0.86248505
3729,mint,1238,0.27640593
3730,arch,1238,0.35956156
3731,steamos,1238,0.3924155
3732,bazzite,1238,0.0909335
3733,steamos,1238,0.5031275
3734,fedora,1238,0.8947907
3735,silverblue,1238,0.6882316
3736,mint,1238,0.17702226
3737,debian,1238,0.08929438
3738,arch,1238,0.8172291
3739,silverblue,1238,0.2576001
3740,mint,1238,0.85562724
3741,suse,1238,0.34714818
3742,arch,1238,0.5904285
3743,gentoo,1238,0.33241734
3744,gentoo,1238,0.91420025
3745,fedora,1238,0.5291891
3746,bazzite,1238,0.742028
3747,ubuntu,1238,0.89885867
3748,arch,1238,0.40466392
3749,gentoo,1238,0.78061664
3750,mint,1238,0.08123934
3751,silverblue,1238,0.6062239
3752,gentoo,1238,0.49776998
3753,silverblue,1238,0.8879296
3754,fedora,1238,0.53803605
3755,debian,1238,0.8989712
3756,bazzite,1238,0.55440944
3757,bazzite,1238,0.99008125
3758,ubuntu,1238,0.99576676
3759,debian,1238,0.6000812
3760,ubuntu,1238,0.40570906
3761,bazzite,1238,0.20487688
3762,steamos,1238,0.6874451
3763,bazzite,1238,0.7058789
3764,ubuntu,1238,0.15881379
3765,silverblue,1238,0.86761296
3766,silverblue,1238,0.108743064
3767,steamos,1238,0.46585163
3768,bazzite,1238,0.23317324
3769,silverblue,1238,0.34438056
3770,gentoo,1238,0.17995207
3771,gentoo,1238,0.71281374
3772,ubuntu,1238,0.8237214
3773,ubuntu,1238,0.41351637
3774,bazzite,1238,0.48036727
3775,arch,1238,0.24244069
3776,arch,1238,0.008278449
3777,ubuntu,1238,0.09752998
3778,gentoo,1238,0.19395362
3779,debian,1238,0.16925694
3780,fedora,1238,0.8491019
3781,gentoo,1238,0.306339
3782,mint,1238,0.42424777
3783,suse,1238,0.739285
3784,silverblue,1238,0.32898897
3785,fedora,1238,0.06289642
3786,arch,1238,0.87639445
3787,fedora,1238,0.353347
3788,arch,1238,0.18793866
3789,bazzite,1238,0.36024904
3790,fedora,1238,0.13715559
3791,bazzite,1238,0.04593842
3792,gentoo,1238,0.61421794
3793,silverblue,1238,0.89492565
3794,silverblue,1238,0.40288222
3795,arch,1238,0.12419536
3796,ubuntu,1238,0.40059897
3797,debian,1238,0.23460594
3798,silverblue,1238,0.2603081
3799,steamos,1238,0.6487018
3800,bazzite,1238,0.9489741
3801,suse,1238,0.80248594
3802,debian,1238,0.42896795
3803,mint,1238,0.5363093
3804,gentoo,1238,0.9090297
3805,bazzite,1238,0.40244246
3806,silverblue,1238,0.2743123
3807,mint,1238,0.7481764
3808,suse,1238,0.67611873
3809,steamos,1238,0.17304783
3810,fedora,1238,0.5928428
3811,arch,1238,0.6205669
3812,silverblue,1238,0.9552744
3813,suse,1238,0.9696587
3814,arch,1238,0.05971768
3815,bazzite,1238,0.5399803
3816,bazzite,1238,0.56996024
3817,mint,1238,0.6339461
3818,steamos,1238,0.8816774
3819,bazzite,1238,0.3847294
3820,debian,1238,0.44796014
3821,bazzite,1238,0.21631879
3822,gentoo,1238,0.39186528
3823,steamos,3300,0.91314477
3824,steamos,3300,0.35544387
3825,bazzite,3300,0.62190104
3826,gentoo,3300,0.49236953
3827,silverblue,3300,0.77391213
3828,gentoo,3300,0.13839605
3829,fedora,3300,0.011688284
3830,steamos,3300,0.3725444
3831,ubuntu,3300,0.028860444
3832,bazzite,3300,0.7221487
3833,steamos,3300,0.47249678
3834,mint,3300,0.4542301
3835,arch,3300,0.26845264
3836,silverblue,3300,0.8283479
3837,steamos,3300,0.8418153
3838,bazzite,3300,0.38844728
3839,debian,3300,0.1463154
3840,steamos,3300,0.18382217
3841,bazzite,3300,0.49184185
3842,steamos,3300,0.20089178
3843,suse,3300,0.58466417
3844,bazzite,3300,0.70975363
3845,ubuntu,3300,0.22918524
3846,gentoo,3300,0.7498309
3847,gentoo,3300,0.3052179
3848,steamos,3300,0.77277505
3849,mint,3300,0.8879096
3850,steamos,3300,0.93434125
3851,ubuntu,3300,0.80899256
3852,mint,3300,0.40771815
3853,gentoo,3300,0.06837403
3854,mint,3300,0.3685152
3855,silverblue,3300,0.8760484
3856,ubuntu,3300,0.7019779
3857,silverblue,3300,0.73061246
3858,gentoo,3300,0.962153
3859,gentoo,3300,0.9205745
3860,suse,3300,0.48925224
3861,silverblue,3300,0.83809966
3862,bazzite,3300,0.31006426
3863,mint,3300,0.77156854
3864,arch,3300,0.8282678
3865,suse,3300,0.6931244
3866,debian,3300,0.35799238
3867,ubuntu,3300,0.9838528
3868,suse,3300,0.22269489
3869,debian,3300,0.9616649
3870,gentoo,3300,0.7405237
3871,ubuntu,3300,0.91131
3872,debian,3300,0.99818474
3873,mint,3300,0.71072763
3874,steamos,3300,0.02427758
3875,ubuntu,3300,0.8535812
3876,silverblue,3300,0.71202964
3877,gentoo,3300,0.13691717
3878,gentoo,3300,0.20358507
3879,mint,3300,0.40769705
3880,fedora,3300,0.44593698
3881,arch,3300,0.15515307
3882,bazzite,3300,0.28692934
3883,arch,3300,0.27483633
3884,fedora,3300,0.021736626
3885,silverblue,3300,0.01841895
3886,arch,3300,0.94726634
3887,mint,3300,0.013353067
3888,arch,3300,0.4411065
3889,gentoo,3300,0.99747086
3890,ubuntu,3300,0.8491874
3891,gentoo,3300,0.99731255
3892,ubuntu,3300,0.30917662
3893,debian,3300,0.33932194
3894,suse,3300,0.23883295
3895,suse,3300,0.03480897
3896,debian,3300,0.4210437
3897,debian,3300,0.35148266
3898,silverblue,3300,0.61451876
3899,silverblue,3300,0.08604652
3900,silverblue,3300,0.4061057
3901,mint,3300,0.06674978
3902,ubuntu,3300,0.96507764
3903,silverblue,3300,0.058087416
3904,bazzite,3300,0.19944638
3905,steamos,3300,0.9646747
3906,debian,3300,0.7594163
3907,arch,3300,0.09819781
3908,mint,3300,0.5346178
3909,suse,3300,0.6138123
3910,mint,3300,0.4115312
3911,steamos,3300,0.7191789
3912,fedora,3300,0.7245938
3913,gentoo,3300,0.18856499
3914,fedora,3300,0.2992322
3915,debian,3300,0.58884245
3916,gentoo,3300,0.5090887
3917,arch,3300,0.063770786
3918,silverblue,3300,0.25599104
3919,silverblue,3300,0.43449518
3920,steamos,3300,0.90103126
3921,gentoo,3300,0.6160156
3922,steamos,3300,0.3616338
3923,steamos,3300,0.73270965
3924,debian,3300,0.36553654
3925,mint,3300,0.9306875
3926,silverblue,3300,0.6676238
3927,bazzite,3300,0.082133494
3928,gentoo,3300,0.75049186
3929,ubuntu,3300,0.9729492
3930,mint,3300,0.85954016
3931,silverblue,3300,0.6832898
3932,fedora,3300,0.25285748
3933,silverblue,3300,0.84482396
3934,suse,3300,0.7850276
3935,arch,3300,0.71517336
3936,silverblue,3300,0.8186638
3937,bazzite,3300,0.023329932
3938,bazzite,3300,0.6813764
3939,fedora,3300,0.18289734
3940,debian,3300,0.28892338
3941,silverblue,3300,0.28423026
3942,bazzite,3300,0.097642764
3943,steamos,3300,0.17895998
3944,arch,3300,0.18192548
3945,steamos,3300,0.32081312
3946,ubuntu,3300,0.2955079
3947,bazzite,3300,0.7094784
3948,ubuntu,3300,0.43835905
3949,suse,3300,0.8320559
3950,gentoo,3300,0.83224857
3951,gentoo,3300,0.28687188
3952,bazzite,3300,0.25701
3953,suse,3300,0.49028158
3954,silverblue,3300,0.7362119
3955,ubuntu,3300,0.3294584
3956,bazzite,3300,0.638684
3957,arch,3300,0.8985393
3958,gentoo,3300,0.9950915
3959,mint,3300,0.75484556
3960,ubuntu,3300,0.5283665
3961,fedora,3300,0.49914157
3962,steamos,3300,0.030494994
3963,steamos,3300,0.22087874
3964,gentoo,3300,0.2589226
3965,silverblue,3300,0.36793384
3966,steamos,3300,0.754816
3967,steamos,3300,0.29066014
3968,gentoo,3300,0.34931374
3969,gentoo,3300,0.80981064
3970,gentoo,3300,0.8850733
3971,debian,3300,0.54926956
3972,arch,3300,0.31157303
3973,gentoo,3300,0.6682886
3974,gentoo,3300,0.521296
3975,silverblue,3300,0.21833026
3976,silverblue,3300,0.6825827
3977,gentoo,3300,0.36381313
3978,arch,3300,0.13876753
3979,arch,3300,0.7623899
3980,steamos,3300,0.66281545
3981,silverblue,3300,0.25359732
3982,bazzite,3300,0.5503895
3983,gentoo,3300,0.084723786
3984,mint,3300,0.44711763
3985,arch,3300,0.7076768
3986,arch,3300,0.39290428
3987,suse,3300,0.3764164
3988,steamos,3300,0.057269998
3989,bazzite,3300,0.3045506
3990,debian,3300,0.4491771
3991,silverblue,3300,0.86963314
3992,gentoo,3300,0.936986
3993,gentoo,3300,0.9481412
3994,mint,3300,0.024341932
3995,gentoo,3300,0.84095055
3996,fedora,3300,0.04464867
3997,mint,3300,0.06574096
3998,suse,3300,0.29760006
3999,arch,3300,0.100818306
4000,gentoo,3300,0.83217895
4001,suse,3300,0.50251836
4002,silverblue,3300,0.9032934
4003,debian,3300,0.65195704
4004,silverblue,3300,0.12171431
4005,bazzite,3300,0.5055803
4006,debian,3300,0.7578048
4007,silverblue,3300,0.68689936
4008,ubuntu,3300,0.23198812
4009,suse,3300,0.24472103
4010,silverblue,3300,0.53047913
4011,silverblue,3300,0.8742986
4012,arch,3300,0.25888252
4013,fedora,3300,0.39825788
4014,ubuntu,3300,0.7331591
4015,gentoo,3300,0.7686979
4016,arch,3300,0.21745218
4017,gentoo,3300,0.64158905
4018,suse,3300,0.7266309
4019,arch,3300,0.632548
4020,arch,3300,0.098008856
4021,suse,3300,0.04598031
4022,bazzite,3300,0.19532247
4023,mint,3300,0.8530357
4024,steamos,3300,0.22590499
4025,silverblue,3300,0.5375163
4026,silverblue,3300,0.15237382
4027,mint,3300,0.38269284
4028,gentoo,3300,0.9697747
4029,arch,3300,0.18299744
4030,bazzite,3300,0.1766647
4031,steamos,3300,0.97778404
4032,arch,3300,0.9272928
4033,ubuntu,3300,0.5000135
4034,fedora,3300,0.8073552
4035,mint,3300,0.05461049
4036,steamos,3300,0.010359706
4037,mint,3300,0.532241
4038,debian,3300,0.41385818
4039,steamos,3300,0.74500483
4040,arch,3300,0.8296048
4041,steamos,3300,0.0017382336
4042,gentoo,3300,0.20005785
4043,ubuntu,3300,0.57559323
4044,ubuntu,3300,0.018654257
4045,mint,3300,0.17568937
4046,steamos,3300,0.88228244
4047,mint,3300,0.30441
4048,silverblue,3300,0.034867562
4049,steamos,3300,0.6673172
4050,silverblue,3300,0.07343255
4051,silverblue,3300,0.13758089
4052,mint,3300,0.3759352
4053,gentoo,3300,0.29986265
4054,bazzite,3300,0.9731013
4055,fedora,3300,0.4425311
4056,debian,3300,0.3759001
4057,ubuntu,3300,0.42892364
4058,suse,3300,0.88983256
4059,ubuntu,3300,0.4546364
4060,arch,3300,0.88139147
4061,steamos,3300,0.46074653
4062,bazzite,3300,0.70346874
4063,arch,3300,0.1178967
4064,silverblue,3300,0.63719255
4065,bazzite,3300,0.59347165
4066,fedora,3300,0.49022853
4067,arch,3300,0.96994245
4068,steamos,3300,0.30700418
4069,mint,3300,0.0038026145
4070,fedora,3300,0.44116813
4071,suse,3300,0.55775267
4072,bazzite,3300,0.72422177
4073,arch,3300,0.45092207
4074,ubuntu,3300,0.90092003
4075,fedora,3300,0.93118834
4076,mint,3300,0.5174721
4077,silverblue,3300,0.96884865
4078,ubuntu,3300,0.50402397
4079,bazzite,3300,0.24669671
4080,steamos,3300,0.9485085
4081,fedora,3300,0.09439388
4082,arch,3300,0.8546765
4083,ubuntu,3300,0.7873263
4084,arch,3300,0.5609987
4085,fedora,3300,0.48067504
4086,gentoo,3300,0.4873776
4087,bazzite,3300,0.54841805
4088,debian,3300,0.040692013
4089,debian,3300,0.30849248
4090,suse,3300,0.44781217
4091,silverblue,3300,0.19066209
4092,suse,3300,0.95027953
4093,mint,3300,0.47413418
4094,bazzite,3300,0.26579237
4095,silverblue,3300,0.7332148
4096,fedora,3300,0.40290233
4097,mint,3300,0.2543992
4098,gentoo,3300,0.11473855
4099,silverblue,3300,0.9875769
4100,silverblue,3300,0.4968013
4101,bazzite,3300,0.72097945
4102,bazzite,3300,0.3895833
4103,gentoo,3300,0.25067645
4104,fedora,3300,0.40027377
4105,mint,3300,0.74447817
4106,bazzite,3300,0.82769656
4107,mint,3300,0.6472226
4108,debian,3300,0.76740813
4109,gentoo,3300,0.9955818
4110,steamos,3300,0.548791
4111,arch,3300,0.31234306
4112,debian,3300,0.30446768
4113,debian,3300,0.24722041
4114,silverblue,3300,0.99437195
4115,steamos,3300,0.8319133
4116,gentoo,3300,0.4295513
4117,gentoo,3300,0.51250255
4118,silverblue,3300,0.019882698
4119,ubuntu,3300,0.15716042
4120,bazzite,3300,0.40806696
4121,ubuntu,3300,0.06277291
4122,suse,3300,0.3294418
4123,gentoo,3300,0.65698445
4124,gentoo,3300,0.35049924
4125,steamos,3300,0.8253178
4126,silverblue,3300,0.028430782
4127,bazzite,3300,0.9797751
4128,ubuntu,3300,0.6361606
4129,debian,3300,0.8115084
4130,suse,3300,0.50859505
4131,suse,3300,0.37795588
4132,debian,3300,0.56392944
